Index Raw,Index,Data Value Raw,Data Value,Series Raw,Series,Type Raw,Type,Name Raw,Name,Description Raw,Description,Defense Raw,Defense,Fire Res Raw,Fire Res,Water Res Raw,Water Res,Thunder Res Raw,Thunder Res,Ice Res Raw,Ice Res,Dragon Res Raw,Dragon Res,Slot 1 Raw,Slot 1,Slot 2 Raw,Slot 2,Slot 3 Raw,Slot 3,Series Skill Raw,Group Skill Raw,Skill 1 Raw,Skill 2 Raw,Skill 3 Raw,Skill 4 Raw,Skill 5 Raw,Series Skill Level Raw,Group Skill Level Raw,Skill Level 1 Raw,Skill Level 2 Raw,Skill Level 3 Raw,Skill Level 4 Raw,Skill Level 5 Raw,Series Skill,Group Skill,Skill 1,Skill Level 1,Skill 2,Skill Level 2,Skill 3,Skill Level 3
00000031,49,00000031,49,281571C0,Conga,00000000,HELM,4DF671DB-EC2C-40C2-8216-38415EFB37CD,Conga Helm,8684E214-6AA4-4155-8D60-8C4606BDCE97,"Head armor made from Congalala
materials. Remember: it's ""feral,""
not ""unkempt.""",00000008,8,FFFFFFFD,-3,00000001,1,00000001,1,FFFFFFFF,-1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,77181200,E34E1EE0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Fortifying Pelt,Mushroomancer,1,,,,
00000032,50,00000032,50,281571C0,Conga,00000001,BODY,C8C483B9-CB9D-41EA-9BD4-87FADC651B28,Conga Mail,AFBC0B0D-7DBA-4359-9CD1-9381CF5B1C75,"Chest armor made from Congalala
materials. The shocks of monster
fur help hunters keep it wild.",00000008,8,FFFFFFFD,-3,00000001,1,00000001,1,FFFFFFFF,-1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,77181200,E34E1EE0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Fortifying Pelt,Mushroomancer,1,,,,
00000033,51,00000033,51,281571C0,Conga,00000002,ARM,75970BE1-15D4-4437-9159-E9594146F5E8,Conga Vambraces,C65D0D12-8FD4-4605-AE2A-2F1B4F510C86,"Armguards made from Congalala
materials. Crudely made but
highly protective.",00000008,8,FFFFFFFD,-3,00000001,1,00000001,1,FFFFFFFF,-1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,77181200,E779E740,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Fortifying Pelt,Stench Resistance,1,,,,
00000034,52,00000034,52,281571C0,Conga,00000003,WAIST,9E89C4E7-8438-4626-BFB5-70022463E079,Conga Coil,387313BB-CA45-4DAA-A1D4-D234567E2D76,"Waistgear made from Congalala
materials, complete with an array
of handy pockets!",00000008,8,FFFFFFFD,-3,00000001,1,00000001,1,FFFFFFFF,-1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,77181200,E779E740,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Fortifying Pelt,Stench Resistance,1,,,,
00000035,53,00000035,53,281571C0,Conga,00000004,LEG,DDF8C4DD-7F67-416A-BDD0-BB34A3F1041C,Conga Greaves,ECAFF21A-1D57-4E17-85D4-92B55227064D,"Greaves made of Congalala parts.
Wild crafting perfect for those
who run in the wilderness.",00000008,8,FFFFFFFD,-3,00000001,1,00000001,1,FFFFFFFF,-1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,77181200,E34E1EE0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Fortifying Pelt,Mushroomancer,1,,,,
00000036,54,00000036,54,6545AD00,Balahara,00000000,HELM,9665E58A-AE57-4ADC-98DA-87CF5C1174B2,Balahara Helm,D20893A0-3822-4ACC-95C6-D325E84DBEB7,"A Balahara helmet covered in
roughly polished protrusions
to strongly evoke its namesake.",0000000C,12,FFFFFFFF,-1,00000002,2,FFFFFFFD,-3,00000001,1,00000001,1,00000000,0,00000000,0,00000000,0,00000000,58AAF300,79E68180,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Scaling Prowess,Hunger Resistance,1,,,,
00000037,55,00000037,55,6545AD00,Balahara,00000001,BODY,E4AE3966-07BE-4E79-88B3-4C5E6374E085,Balahara Mail,472328F5-AA2A-4F67-8583-3CB9FF1E15E1,"Balahara chest armor. The bulky
shoulders are roomy enough
to allow ample movement.",0000000C,12,FFFFFFFF,-1,00000002,2,FFFFFFFD,-3,00000001,1,00000001,1,00000000,0,00000000,0,00000000,0,00000000,58AAF300,C0053240,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Scaling Prowess,Quick Sheathe,1,,,,
00000038,56,00000038,56,6545AD00,Balahara,00000002,ARM,FC70C36A-B55D-4429-948D-89D80B04BAFF,Balahara Vambraces,485D77E3-3D11-4F5A-BBB9-72EDAD90C97F,"Balahara armguards. The spikes
are arranged artfully in a way
that maximizes movement.",0000000C,12,FFFFFFFF,-1,00000002,2,FFFFFFFD,-3,00000001,1,00000001,1,00000000,0,00000000,0,00000000,0,00000000,58AAF300,2829B900,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Scaling Prowess,Evade Extender,1,,,,
00000039,57,00000039,57,6545AD00,Balahara,00000003,WAIST,F43C32EC-BC9A-4656-99D5-4102041AFD68,Balahara Coil,400106F1-AC7D-430F-9898-BD9F45206F7E,"Balahara waistgear. The fabric
is colored a shade of red that
stirs a competitive spirit.",0000000C,12,FFFFFFFF,-1,00000002,2,FFFFFFFD,-3,00000001,1,00000001,1,00000000,0,00000000,0,00000000,0,00000000,58AAF300,2829B900,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Scaling Prowess,Evade Extender,1,,,,
0000003A,58,0000003A,58,6545AD00,Balahara,00000004,LEG,19E80208-DCA0-436D-93DD-D984595A1794,Balahara Greaves,9DB12DA2-41BF-4EB5-ACBD-23271DECEC24,"Spiny Balahara leg armor.
The carapace has been split
into clever, fluid parts.",0000000C,12,FFFFFFFF,-1,00000002,2,FFFFFFFD,-3,00000001,1,00000001,1,00000000,0,00000000,0,00000000,0,00000000,58AAF300,2829B900,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Scaling Prowess,Evade Extender,1,,,,
0000003B,59,0000003B,59,990CBB00,Doshaguma,00000000,HELM,46DE1A3D-6EB9-4715-8E77-2E499D4E4BA4,Doshaguma Helm,7D3A50A2-1351-42A3-A63C-80B16E76C004,"Head armor made from Doshaguma
parts. Pity any enemy who dares
scoff at its imposing crest.",00000010,16,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFF,-1,00000004,4,00000000,0,00000000,0,00000000,0,FC4A29B0,77181200,32B386C0,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Doshaguma's Might,Fortifying Pelt,Free Meal,1,,,,
0000003C,60,0000003C,60,990CBB00,Doshaguma,00000001,BODY,B1F215EA-F819-4CDE-B451-AF735C1A43EE,Doshaguma Mail,99B153C7-1475-4E9D-956F-8F188FC00E04,"Doshaguma chest armor. The
lush shocks of fur function as
a robust defensive layer.",00000010,16,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFF,-1,00000004,4,00000000,0,00000000,0,00000000,0,FC4A29B0,77181200,32B386C0,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Doshaguma's Might,Fortifying Pelt,Free Meal,1,,,,
0000003D,61,0000003D,61,990CBB00,Doshaguma,00000002,ARM,89EC6661-C7E6-4B0C-A607-F3719105EF97,Doshaguma Braces,167A5F92-AF03-4D56-811C-52EE9022CB3C,"Doshaguma armguards. Teeming
with such feral power, they
had to be restrained with
metal bracers.",00000010,16,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFF,-1,00000004,4,00000000,0,00000000,0,00000000,0,FC4A29B0,77181200,BD27BF80,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Doshaguma's Might,Fortifying Pelt,Recovery Speed,1,,,,
0000003E,62,0000003E,62,990CBB00,Doshaguma,00000003,WAIST,2C2BE429-C3CA-43A3-B494-E6FCC9448196,Doshaguma Coil,20AD73EE-842E-4B56-9F95-D4E477E76944,"Waistgear made from Doshaguma
parts. Nothing can muss the
thick pile of this sturdy sash.",00000010,16,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFF,-1,00000004,4,00000000,0,00000000,0,00000000,0,FC4A29B0,77181200,9B96D580,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Doshaguma's Might,Fortifying Pelt,Item Prolonger,1,,,,
0000003F,63,0000003F,63,990CBB00,Doshaguma,00000004,LEG,C943CBF6-C744-4EBF-9CFF-A2D9B2E94B7C,Doshaguma Greaves,85137D47-D9DD-4988-BE2B-E4F1677A76E0,"Doshaguma leg armor. Whether
dune or sandstorm, nothing can
slow its wearer's progress.",00000010,16,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFF,-1,00000004,4,00000000,0,00000000,0,00000000,0,FC4A29B0,77181200,32B386C0,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Doshaguma's Might,Fortifying Pelt,Free Meal,1,,,,
00000040,64,00000040,64,EF21D9C0,Uth Duna,00000000,HELM,D9DC63AB-F100-494D-8D7A-240D60F8FEA6,Duna Helm,E50AD239-9A7E-4CB7-A013-98BA1E508EA3,"Uth Duna head armor. The
plumage crafted from its
fins convey the forest's
will to the wearer.",0000001A,26,FFFFFFFF,-1,00000004,4,FFFFFFFD,-3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,7D69A480,9686CF00,7D946580,1BFC9E00,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,00000000,Uth Duna's Cover,Lord's Favor,Peak Performance,1,Tool Specialist,1,,
00000041,65,00000041,65,EF21D9C0,Uth Duna,00000001,BODY,BAD38C62-449E-4714-9C09-BC8452CDB9C1,Duna Mail,2D91544C-464A-42E7-B89B-35F1D558D6F9,"Uth Duna chest armor. The tightly
fitted scales make the wearer feel
as if they are one with nature.",0000001A,26,FFFFFFFF,-1,00000004,4,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,7D69A480,9686CF00,7D946580,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Uth Duna's Cover,Lord's Favor,Peak Performance,1,,,,
00000042,66,00000042,66,EF21D9C0,Uth Duna,00000002,ARM,5624E0A3-55C9-409C-BABB-64FBE33FAB34,Duna Vambraces,C95F7883-173D-4EB7-AF3E-536276F9B533,"Uth Duna armguards. The rows
of stone beading are an elegant
touch that boosts concentration.",0000001A,26,FFFFFFFF,-1,00000004,4,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,7D69A480,9686CF00,1BFC9E00,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Uth Duna's Cover,Lord's Favor,Tool Specialist,1,,,,
00000043,67,00000043,67,EF21D9C0,Uth Duna,00000003,WAIST,F2D95A1F-6D00-4CA3-8A01-02B7A100C7D4,Duna Coil,0DFC475D-4FB7-4DBF-B068-78C40326217E,"Uth Duna waistgear. The fabric
is imbued with the breath of the
forest, absorbing any impact.",0000001A,26,FFFFFFFF,-1,00000004,4,FFFFFFFD,-3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,7D69A480,9686CF00,1BFC9E00,F3FE2E80,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,00000000,Uth Duna's Cover,Lord's Favor,Tool Specialist,1,Aquatic/Oilsilt Mobility,1,,
00000044,68,00000044,68,EF21D9C0,Uth Duna,00000004,LEG,565DF581-939C-4E7B-8A5D-84D31D391208,Duna Greaves,4A9B1C17-733C-45C5-BE9A-C6B552B76877,"Elaborately patterned Uth Duna
leg armor. The design is said to
invoke the forest's protection.",0000001A,26,FFFFFFFF,-1,00000004,4,FFFFFFFD,-3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,7D69A480,9686CF00,7D946580,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Uth Duna's Cover,Lord's Favor,Peak Performance,1,,,,
00000045,69,00000045,69,00000008,Ingot,00000000,HELM,35C7D29E-1A5B-427C-82A2-AA59A4CF2D8C,Ingot Helm,87C60C01-9033-4BDC-A49D-4F572C54716F,"Head armor fashioned from
lustrous, golden ore. Regal
protection with a crown to
complete the look.",00000010,16,FFFFFFFE,-2,00000000,0,00000003,3,FFFFFFFF,-1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,00000000,50462980,00000000,00000000,00000000,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000000,,,Divine Blessing,1,,,,
00000046,70,00000046,70,00000008,Ingot,00000001,BODY,178BE018-E839-4532-8324-8D35552F3904,Ingot Mail,8DE677BA-F9A6-40C4-B9BA-DDE8E71D5922,"Chest armor crafted from
brilliant golden ore. Its color and
design are both highly pleasing.",00000010,16,FFFFFFFE,-2,00000000,0,00000003,3,FFFFFFFF,-1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,00000000,CA9ABE00,00000000,00000000,00000000,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000000,,,Windproof,1,,,,
00000047,71,00000047,71,00000008,Ingot,00000002,ARM,48262ED4-3E75-43A6-9631-DFD574F42E2C,Ingot Vambraces,2C412B21-0C7E-4C88-BA81-D88AD5D1D74D,"Armguards fashioned from
lustrous, golden ore. A union
of artistry and utility with
no absence of durability.",00000010,16,FFFFFFFE,-2,00000000,0,00000003,3,FFFFFFFF,-1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,00000000,2A0A4AC0,00000000,00000000,00000000,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000000,,,Stun Resistance,1,,,,
00000048,72,00000048,72,00000008,Ingot,00000003,WAIST,874BDEF4-5BDC-464F-8FFC-A5700CEA86FD,Ingot Coil,D056A05E-01BF-44A9-B41B-9D6CA55ACF0A,"Waistgear fashioned from lustrous,
golden ore. It joins haute design
with the very latest in armor craft.",00000010,16,FFFFFFFE,-2,00000000,0,00000003,3,FFFFFFFF,-1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,00000000,50462980,00000000,00000000,00000000,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000000,,,Divine Blessing,1,,,,
00000049,73,00000049,73,00000008,Ingot,00000004,LEG,57B648A6-89D2-4995-A5FC-5064513E60A8,Ingot Greaves,B415A42F-F3E7-4C9D-A383-EC86B69DD91B,"Leg armor fashioned from lustrous,
golden ore. Clever smithing makes
the metal feel fluid and light.",00000010,16,FFFFFFFE,-2,00000000,0,00000003,3,FFFFFFFF,-1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,00000000,CA9ABE00,00000000,00000000,00000000,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000000,,,Windproof,1,,,,
0000004A,74,0000004A,74,B5493880,Kranodath,00000001,BODY,21BC3633-1C33-4E9C-B855-F594E209B8A3,Kranodath Mail,5BECC1D8-2471-4EFA-A2BA-F5B28C5B2AA8,"Kranodath chest armor. What
armor enthusiast could resist
such ornate plating?",00000010,16,00000004,4,FFFFFFFE,-2,00000000,0,FFFFFFFE,-2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,58AAF300,2C44A0C0,00000000,00000000,00000000,00000000,00000000,00000001,00000002,00000000,00000000,00000000,00000000,,Scaling Prowess,Flinch Free,2,,,,
0000004B,75,0000004B,75,79E77780,Rompopolo,00000000,HELM,7E5186C2-6ED2-4741-B773-F25BE499A05A,Rompopolo Helm,3D5E0B2D-4D17-469A-B63E-B35D70354309,"Rompopolo head armor.
The mask is needed to ward off
the material's residual toxins.",00000012,18,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,0,00000000,9DBAE680,355173C0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Flexible Leathercraft,Wide-Range,1,,,,
0000004C,76,0000004C,76,79E77780,Rompopolo,00000001,BODY,23F68014-A6BF-4E31-AA6F-0C747179255A,Rompopolo Mail,DDB52CC3-8862-4BA4-A02D-697667CC0C93,"Well-padded Rompopolo chest
armor. The fabric contains poison
that—supposedly—never leaks.",00000012,18,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,0,00000000,9DBAE680,355173C0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Flexible Leathercraft,Wide-Range,1,,,,
0000004D,77,0000004D,77,79E77780,Rompopolo,00000002,ARM,62C27CF3-7D63-408A-8FA9-D501B5BFF8AF,Rompopolo Vambraces,CA46F504-D3D0-4A71-B5D2-E82D1D2702C0,"Rompopolo armguards. The
poisonous needles in the claws
are neat, but tricky to use.",00000012,18,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,0,00000000,9DBAE680,355173C0,56FF6980,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Flexible Leathercraft,Wide-Range,1,Poison Resistance,1,,
0000004E,78,0000004E,78,79E77780,Rompopolo,00000003,WAIST,AC182DDF-355F-4975-87CD-1765FCC42DC2,Rompopolo Coil,472EBEA7-CB6B-4D81-B0FB-95DFCBDC570C,"Rompopolo waistgear fully
equipped with instruments
needed to handle poison.",00000012,18,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,0,00000000,9DBAE680,355173C0,56FF6980,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Flexible Leathercraft,Wide-Range,1,Poison Resistance,1,,
0000004F,79,0000004F,79,79E77780,Rompopolo,00000004,LEG,63F3FEDA-CD18-4864-98A0-610A27FF9A42,Rompopolo Greaves,4499D52F-DB68-4A5C-A12F-0A063D8B8EB1,"Rompopolo leg armor. Careful
you don't accidentally lean on
those spare vials of poison...",00000012,18,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,0,00000000,9DBAE680,355173C0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Flexible Leathercraft,Wide-Range,1,,,,
00000050,80,00000050,80,C6072440,Rey Dau,00000000,HELM,EF893E57-AB16-4AB9-A71B-E9961314BD73,Rey Sandhelm,085F42DE-E948-4C7A-B194-B0CD165508D0,"Rey Dau head armor. Its crest
reaches the heavens—proof that
this creature bows to no one.",0000001A,26,00000000,0,FFFFFFFE,-2,00000004,4,FFFFFFFD,-3,00000000,0,00000000,0,00000000,0,00000000,0,202B46C0,9686CF00,69182900,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Rey Dau's Voltage,Lord's Favor,Latent Power,1,,,,
00000051,81,00000051,81,C6072440,Rey Dau,00000001,BODY,16F42659-9145-41E0-8EC3-F25096233F0D,Rey Sandmail,BA26B08F-73DE-4B17-94D3-4707E7C1518C,"Rey Dau chest armor. Its carapace
has been meticulously paneled
into a bastion of defense.",0000001A,26,00000000,0,FFFFFFFE,-2,00000004,4,FFFFFFFD,-3,00000000,0,00000000,0,00000000,0,00000000,0,202B46C0,9686CF00,9B4DED80,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Rey Dau's Voltage,Lord's Favor,Constitution,1,,,,
00000052,82,00000052,82,C6072440,Rey Dau,00000002,ARM,00540958-1155-4A2C-A32B-397E248F161A,Rey Sandbraces,3C9B5C33-7E69-456F-B216-F107E077E14D,"Rey Dau armguards. A lingering
charge gives the wearer a grip
like a vice.",0000001A,26,00000000,0,FFFFFFFE,-2,00000004,4,FFFFFFFD,-3,00000000,0,00000001,1,00000000,0,00000000,0,202B46C0,9686CF00,69182900,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Rey Dau's Voltage,Lord's Favor,Latent Power,1,,,,
00000053,83,00000053,83,C6072440,Rey Dau,00000003,WAIST,9688283B-CC33-40A9-A925-F3BB4D9F41A2,Rey Sandcoil,FEF09177-2E6E-43C5-9F31-EEDB88155527,"Rey Dau waistgear. The
faintly glowing buckle
inspires awe and respect.",0000001A,26,00000000,0,FFFFFFFE,-2,00000004,4,FFFFFFFD,-3,00000000,0,00000001,1,00000000,0,00000000,0,202B46C0,9686CF00,9B4DED80,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Rey Dau's Voltage,Lord's Favor,Constitution,1,,,,
00000054,84,00000054,84,C6072440,Rey Dau,00000004,LEG,65757B12-45FB-4C41-89C8-9E14819CE348,Rey Sandgreaves,890F3EB0-5BBC-4D52-AC13-9D1F6F973F48,"Rey Dau leg armor. A layer
of latent electricity cushions
blows and softens landings.",0000001A,26,00000000,0,FFFFFFFE,-2,00000004,4,FFFFFFFD,-3,00000000,0,00000000,0,00000000,0,00000000,0,202B46C0,9686CF00,69182900,9B4DED80,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,00000000,Rey Dau's Voltage,Lord's Favor,Latent Power,1,Constitution,1,,
00000055,85,00000055,85,18DBBF40,Comaqchi,00000000,HELM,599E52DF-1FBF-415B-BE26-E3985F0122B3,Comaqchi Accessory,39C9A938-8E12-411B-8CFD-7CB61A2107A9,"A Comaqchi head accessory.
The thin, sleek plating
emanates an eldritch gleam.",00000010,16,FFFFFFFB,-5,00000000,0,00000000,0,00000003,3,00000003,3,00000000,0,00000000,0,00000000,0,00000000,75586A00,F47E9280,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Neopteron Alert,Sleep Resistance,1,,,,
00000056,86,00000056,86,292E8940,Nerscylla,00000000,HELM,570C67F0-5833-4BCF-BBB4-A79B557468C4,Nerscylla Helm,C5F1C275-E0C0-4EF9-9524-73A5B1018B37,"A helmet made from Nerscylla
spoils. Protection this durable
requires masterful precision
and execution.",00000014,20,FFFFFFFE,-2,00000002,2,FFFFFFFE,-2,00000001,1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,75586A00,F5C29690,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Neopteron Alert,Ambush,1,,,,
00000057,87,00000057,87,292E8940,Nerscylla,00000001,BODY,8D433554-0C9A-4B07-9E8D-4FE62509E4B0,Nerscylla Mail,7CE421CC-0DA3-4061-B62A-B1A0C645742B,"Chest armor made from Nerscylla
materials. Advanced engineering
makes it feel impossibly light.",00000014,20,FFFFFFFE,-2,00000002,2,FFFFFFFE,-2,00000001,1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,75586A00,75316800,56FF6980,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Neopteron Alert,Bind Resistance,1,Poison Resistance,1,,
00000058,88,00000058,88,292E8940,Nerscylla,00000002,ARM,6AC58535-5B77-40AF-AE09-F90B128E871C,Nerscylla Vambraces,01FE8C65-59A7-49D2-94FD-DCBA56B289FD,"Armguards made from Nerscylla
spoils. Extra play in the fingers
helps improve weapon handling.",00000014,20,FFFFFFFE,-2,00000002,2,FFFFFFFE,-2,00000001,1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,75586A00,F5C29690,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Neopteron Alert,Ambush,1,,,,
00000059,89,00000059,89,292E8940,Nerscylla,00000003,WAIST,BF558489-433B-4614-89FD-70E1F3D32CED,Nerscylla Coil,FDCD1D40-5264-4F8D-B916-D1C44F170980,"Waistgear made from Nerscylla
spoils. A work of art that exhibits
a deep dedication to armor craft.",00000014,20,FFFFFFFE,-2,00000002,2,FFFFFFFE,-2,00000001,1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,75586A00,75316800,F47E9280,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Neopteron Alert,Bind Resistance,1,Sleep Resistance,1,,
