Index Raw,Index,Recipe Number Raw,Recipe Number,Series Raw,Series,Armour Type Raw,Type,Key Item Raw,Key Item,Key Enemy Raw,Key Enemy,Key Story,HR Flag Raw,HR Flag,Time Rank Raw,Time Rank,Item 1 Raw,Item 2 Raw,Item 3 Raw,Item 4 Raw,ItemNum 1 Raw,ItemNum 2 Raw,ItemNum 3 Raw,ItemNum 4 Raw,Item 1,Number 1,Item 2,Number 2,Item 3,Number 3,Item 4,Number 4
00000173,371,9AB88820,-1699182560,9AB83A00,Guardian Rathalos β,00000001,BODY,00000196,Guardian Rathalos Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000196,00000198,000001C7,00000000,00000005,00000002,00000003,00000000,Guardian Rathalos Scale+,5,Guardian Rathalos Wing,2,Guardian Scale+,3,,0
00000174,372,9AB8AF30,-1699172560,9AB83A00,Guardian Rathalos β,00000002,ARM,00000196,Guardian Rathalos Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000019A,00000196,00000197,000002C1,00000001,00000006,00000005,00000001,G. Rathalos Certificate S,1,Guardian Rathalos Scale+,6,Guardian Rathalos Carapace,5,Guardian Rathalos Ruby,1
00000175,373,9AB8D640,-1699162560,9AB83A00,Guardian Rathalos β,00000003,WAIST,00000196,Guardian Rathalos Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000196,00000197,00000198,00000193,00000006,00000006,00000002,00000002,Guardian Rathalos Scale+,6,Guardian Rathalos Carapace,6,Guardian Rathalos Wing,2,Guardian Rathalos Tail,2
00000176,374,9AB8FD50,-1699152560,9AB83A00,Guardian Rathalos β,00000004,LEG,00000196,Guardian Rathalos Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000019A,00000198,000002C2,00000252,00000002,00000002,00000001,00000005,G. Rathalos Certificate S,2,Guardian Rathalos Wing,2,Guardian Rathalos Plate,1,Inferno Sac,5
00000177,375,EE6A9EF0,-295002384,EE6A77E0,Gravios α,00000000,HELM,00000000,,E01B5A00,Gravios,00000000,00000000,0,00000000,NONE,0000021E,00000220,0000028F,00000000,00000005,00000003,00000003,00000000,Gravios Carapace,5,Gravios Pleura+,3,Monster Keenbone,3,,0
00000178,376,EE6AC600,-294992384,EE6A77E0,Gravios α,00000001,BODY,00000000,,E01B5A00,Gravios,00000000,00000000,0,00000000,NONE,00000223,00000222,0000005C,00000244,00000001,00000003,00000001,00000002,Gravios Certificate S,1,Gravios Wing,3,Wyvern Gem,1,Firestone,2
00000179,377,EE6AED10,-294982384,EE6A77E0,Gravios α,00000002,ARM,00000000,,E01B5A00,Gravios,00000000,00000000,0,00000000,NONE,00000223,0000021E,00000221,00000245,00000002,00000004,00000001,00000001,Gravios Certificate S,2,Gravios Carapace,4,Gravios Medulla,1,Firecell Stone,1
0000017A,378,EE6B1420,-294972384,EE6A77E0,Gravios α,00000003,WAIST,00000000,,E01B5A00,Gravios,00000000,00000000,0,00000000,NONE,00000223,00000222,00000220,000001F1,00000001,00000005,00000004,00000002,Gravios Certificate S,1,Gravios Wing,5,Gravios Pleura+,4,Kranodath Skull+,2
0000017B,379,EE6B3B30,-294962384,EE6A77E0,Gravios α,00000004,LEG,00000000,,E01B5A00,Gravios,00000000,00000000,0,00000000,NONE,0000021E,00000222,0000021F,0000025E,00000006,00000006,00000002,00000003,Gravios Carapace,6,Gravios Wing,6,Gravios Skull,2,Coma Sac,3
0000017C,380,E5F4FF30,-436928720,E5F4D820,Gravios β,00000000,HELM,00000000,,E01B5A00,Gravios,00000000,00000000,0,00000000,NONE,0000021E,00000220,0000028F,00000000,00000005,00000003,00000003,00000000,Gravios Carapace,5,Gravios Pleura+,3,Monster Keenbone,3,,0
0000017D,381,E5F52640,-436918720,E5F4D820,Gravios β,00000001,BODY,00000000,,E01B5A00,Gravios,00000000,00000000,0,00000000,NONE,00000223,00000222,0000005C,00000244,00000001,00000003,00000001,00000002,Gravios Certificate S,1,Gravios Wing,3,Wyvern Gem,1,Firestone,2
0000017E,382,E5F54D50,-436908720,E5F4D820,Gravios β,00000002,ARM,00000000,,E01B5A00,Gravios,00000000,00000000,0,00000000,NONE,00000223,0000021E,00000221,00000245,00000002,00000004,00000001,00000001,Gravios Certificate S,2,Gravios Carapace,4,Gravios Medulla,1,Firecell Stone,1
0000017F,383,E5F57460,-436898720,E5F4D820,Gravios β,00000003,WAIST,00000000,,E01B5A00,Gravios,00000000,00000000,0,00000000,NONE,00000223,00000222,00000220,000001F1,00000001,00000005,00000004,00000002,Gravios Certificate S,1,Gravios Wing,5,Gravios Pleura+,4,Kranodath Skull+,2
00000180,384,E5F59B70,-436888720,E5F4D820,Gravios β,00000004,LEG,00000000,,E01B5A00,Gravios,00000000,00000000,0,00000000,NONE,0000021E,00000222,0000021F,0000025E,00000006,00000006,00000002,00000003,Gravios Carapace,6,Gravios Wing,6,Gravios Skull,2,Coma Sac,3
00000181,385,1B503F50,458243920,1B501840,Blango α,00000000,HELM,00000000,,7EEF1180,Blangonga,00000000,00000000,0,00000000,NONE,00000219,0000021A,0000021C,0000003D,00000003,00000004,00000002,00000002,Blangonga Pelt+,3,Blangonga Fang+,4,Blangonga Tail,2,Colossal Bone,2
00000182,386,1B506660,458253920,1B501840,Blango α,00000001,BODY,00000000,,7EEF1180,Blangonga,00000000,00000000,0,00000000,NONE,0000021D,0000021B,00000241,00000000,00000002,00000003,00000002,00000000,Blangonga Certificate S,2,Blangonga Whisker,3,Blango Pelt+,2,,0
00000183,387,1B508D70,458263920,1B501840,Blango α,00000002,ARM,00000000,,7EEF1180,Blangonga,00000000,00000000,0,00000000,NONE,0000021D,00000219,0000021C,00000025,00000001,00000005,00000003,00000001,Blangonga Certificate S,1,Blangonga Pelt+,5,Blangonga Tail,3,Beast Gem,1
00000184,388,1B50B480,458273920,1B501840,Blango α,00000003,WAIST,00000000,,7EEF1180,Blangonga,00000000,00000000,0,00000000,NONE,0000021D,0000021A,0000021B,00000258,00000001,00000005,00000002,00000003,Blangonga Certificate S,1,Blangonga Fang+,5,Blangonga Whisker,2,Freezer Sac,3
00000185,389,1B50DB90,458283920,1B501840,Blango α,00000004,LEG,00000000,,7EEF1180,Blangonga,00000000,00000000,0,00000000,NONE,00000219,0000021C,0000021B,00000292,00000003,00000002,00000002,00000003,Blangonga Pelt+,3,Blangonga Tail,2,Blangonga Whisker,2,Great Stoutbone,3
00000186,390,854B5210,-2058661360,854B2B00,Blango β,00000000,HELM,00000000,,7EEF1180,Blangonga,00000000,00000000,0,00000000,NONE,00000219,0000021A,0000021C,0000003D,00000003,00000004,00000002,00000002,Blangonga Pelt+,3,Blangonga Fang+,4,Blangonga Tail,2,Colossal Bone,2
00000187,391,854B7920,-2058651360,854B2B00,Blango β,00000001,BODY,00000000,,7EEF1180,Blangonga,00000000,00000000,0,00000000,NONE,0000021D,0000021B,00000241,00000000,00000002,00000003,00000002,00000000,Blangonga Certificate S,2,Blangonga Whisker,3,Blango Pelt+,2,,0
00000188,392,854BA030,-2058641360,854B2B00,Blango β,00000002,ARM,00000000,,7EEF1180,Blangonga,00000000,00000000,0,00000000,NONE,0000021D,00000219,0000021C,00000025,00000001,00000005,00000003,00000001,Blangonga Certificate S,1,Blangonga Pelt+,5,Blangonga Tail,3,Beast Gem,1
00000189,393,854BC740,-2058631360,854B2B00,Blango β,00000003,WAIST,00000000,,7EEF1180,Blangonga,00000000,00000000,0,00000000,NONE,0000021D,0000021A,0000021B,00000258,00000001,00000005,00000002,00000003,Blangonga Certificate S,1,Blangonga Fang+,5,Blangonga Whisker,2,Freezer Sac,3
0000018A,394,854BEE50,-2058621360,854B2B00,Blango β,00000004,LEG,00000000,,7EEF1180,Blangonga,00000000,00000000,0,00000000,NONE,00000219,0000021C,0000021B,00000292,00000003,00000002,00000002,00000003,Blangonga Pelt+,3,Blangonga Tail,2,Blangonga Whisker,2,Great Stoutbone,3
0000018B,395,9DA8A510,-1649892080,9DA87E00,Kunafa α,00000000,HELM,00000262,Dalthydon Wool,00000000,-,00000000,00000000,0,00000000,NONE,00000262,000001EB,00000000,00000000,00000001,00000002,00000000,00000000,Dalthydon Wool,1,Talioth Scale+,2,,0,,0
0000018C,396,9DA8CC20,-1649882080,9DA87E00,Kunafa α,00000001,BODY,00000262,Dalthydon Wool,00000000,-,00000000,00000000,0,00000000,NONE,00000262,00000062,00000000,00000000,00000001,00000001,00000000,00000000,Dalthydon Wool,1,Acute Fang,1,,0,,0
0000018D,397,9DA91A40,-1649862080,9DA87E00,Kunafa α,00000003,WAIST,00000262,Dalthydon Wool,00000000,-,00000000,00000000,0,00000000,NONE,00000262,00000062,00000000,00000000,00000001,00000001,00000000,00000000,Dalthydon Wool,1,Acute Fang,1,,0,,0
0000018E,398,9DA94150,-1649852080,9DA87E00,Kunafa α,00000004,LEG,00000262,Dalthydon Wool,00000000,-,00000000,00000000,0,00000000,NONE,00000262,000001EB,00000000,00000000,00000001,00000002,00000000,00000000,Dalthydon Wool,1,Talioth Scale+,2,,0,,0
0000018F,399,6F6B3D90,1869299088,6F6B1680,Azuz α,00000000,HELM,00000263,Azuz Tanned Leather,00000000,-,00000000,00000000,0,00000000,NONE,00000263,0000024A,00000000,00000000,00000001,00000002,00000000,00000000,Azuz Tanned Leather,1,Charred Oilbone,2,,0,,0
00000190,400,6F6B64A0,1869309088,6F6B1680,Azuz α,00000001,BODY,00000263,Azuz Tanned Leather,00000000,-,00000000,00000000,0,00000000,NONE,00000263,00000245,00000000,00000000,00000001,00000001,00000000,00000000,Azuz Tanned Leather,1,Firecell Stone,1,,0,,0
00000191,401,6F6BD9D0,1869339088,6F6B1680,Azuz α,00000004,LEG,00000263,Azuz Tanned Leather,00000000,-,00000000,00000000,0,00000000,NONE,00000263,00000244,00000000,00000000,00000001,00000002,00000000,00000000,Azuz Tanned Leather,1,Firestone,2,,0,,0
00000192,402,D3824A80,-746435968,D381AE40,Suja α,00000003,WAIST,00000264,Suja Textiles,00000000,-,00000000,00000000,0,00000000,NONE,00000264,00000246,00000000,00000000,00000003,00000005,00000000,00000000,Suja Textiles,3,Fucium Ore,5,,0,,0
00000193,403,A6CE2010,-1496440816,A6CDF900,Sild α,00000000,HELM,00000265,Sild Cotton,00000000,-,00000000,00000000,0,00000000,NONE,00000265,000001F7,00000000,00000000,00000002,00000003,00000000,00000000,Sild Cotton,2,Guardian Seikret Feather+,3,,0,,0
00000194,404,A6CE4720,-1496430816,A6CDF900,Sild α,00000001,BODY,00000265,Sild Cotton,00000000,-,00000000,00000000,0,00000000,NONE,00000265,000001F7,00000000,00000000,00000002,00000003,00000000,00000000,Sild Cotton,2,Guardian Seikret Feather+,3,,0,,0
00000195,405,30378A50,808946256,30376340,Death Stench α,00000000,HELM,000000E5,Sinister Cloth,00000000,-,00000000,00000000,0,00000000,NONE,000000E5,000001EC,0000024D,00000000,00000001,00000001,00000001,00000000,Sinister Cloth,1,Wingdrake Hide+,1,Quality Bone,1,,0
00000196,406,3037B160,808956256,30376340,Death Stench α,00000001,BODY,000000E5,Sinister Cloth,00000000,-,00000000,00000000,0,00000000,NONE,000000E5,000001EC,0000024D,00000000,00000001,00000001,00000001,00000000,Sinister Cloth,1,Wingdrake Hide+,1,Quality Bone,1,,0
00000197,407,3037D870,808966256,30376340,Death Stench α,00000002,ARM,000000E5,Sinister Cloth,00000000,-,00000000,00000000,0,00000000,NONE,000000E5,000001EC,0000024D,00000000,00000001,00000001,00000001,00000000,Sinister Cloth,1,Wingdrake Hide+,1,Quality Bone,1,,0
00000198,408,3037FF80,808976256,30376340,Death Stench α,00000003,WAIST,000000E5,Sinister Cloth,00000000,-,00000000,00000000,0,00000000,NONE,000000E5,000001E7,0000003D,00000000,00000001,00000001,00000001,00000000,Sinister Cloth,1,Herbivore Carapace,1,Colossal Bone,1,,0
00000199,409,30382690,808986256,30376340,Death Stench α,00000004,LEG,000000E5,Sinister Cloth,00000000,-,00000000,00000000,0,00000000,NONE,000000E5,000001E7,0000003D,00000000,00000001,00000001,00000001,00000000,Sinister Cloth,1,Herbivore Carapace,1,Colossal Bone,1,,0
0000019A,410,B47DA990,-1266833008,B47D8280,Butterfly α,00000000,HELM,000000E6,Great Hornfly,00000000,-,00000000,00000000,0,00000000,NONE,000000E6,00000240,000001EA,00000000,00000001,00000001,00000001,00000000,Great Hornfly,1,Vespoid Innerwing,1,Monster Broth,1,,0
0000019B,411,B47DD0A0,-1266823008,B47D8280,Butterfly α,00000001,BODY,000000E6,Great Hornfly,00000000,-,00000000,00000000,0,00000000,NONE,000000E6,00000240,000001EA,00000000,00000001,00000001,00000001,00000000,Great Hornfly,1,Vespoid Innerwing,1,Monster Broth,1,,0
0000019C,412,B47DF7B0,-1266813008,B47D8280,Butterfly α,00000002,ARM,000000E6,Great Hornfly,00000000,-,00000000,00000000,0,00000000,NONE,000000E6,00000240,000001EA,00000000,00000001,00000001,00000001,00000000,Great Hornfly,1,Vespoid Innerwing,1,Monster Broth,1,,0
0000019D,413,B47E1EC0,-1266803008,B47D8280,Butterfly α,00000003,WAIST,000000E6,Great Hornfly,00000000,-,00000000,00000000,0,00000000,NONE,000000E6,00000240,000001EA,00000000,00000001,00000001,00000001,00000000,Great Hornfly,1,Vespoid Innerwing,1,Monster Broth,1,,0
0000019E,414,B47E45D0,-1266793008,B47D8280,Butterfly α,00000004,LEG,000000E6,Great Hornfly,00000000,-,00000000,00000000,0,00000000,NONE,000000E6,00000240,000001EA,00000000,00000001,00000001,00000001,00000000,Great Hornfly,1,Vespoid Innerwing,1,Monster Broth,1,,0
0000019F,415,380638D0,939931856,380611C0,King Beetle α,00000000,HELM,000000E6,Great Hornfly,00000000,-,00000000,00000000,0,00000000,NONE,000000E6,0000023E,000001EA,00000000,00000001,00000001,00000001,00000000,Great Hornfly,1,Vespoid Carapace,1,Monster Broth,1,,0
000001A0,416,38065FE0,939941856,380611C0,King Beetle α,00000001,BODY,000000E6,Great Hornfly,00000000,-,00000000,00000000,0,00000000,NONE,000000E6,0000023E,000001EA,00000000,00000001,00000001,00000001,00000000,Great Hornfly,1,Vespoid Carapace,1,Monster Broth,1,,0
000001A1,417,380686F0,939951856,380611C0,King Beetle α,00000002,ARM,000000E6,Great Hornfly,00000000,-,00000000,00000000,0,00000000,NONE,000000E6,0000023E,000001EA,00000000,00000001,00000001,00000001,00000000,Great Hornfly,1,Vespoid Carapace,1,Monster Broth,1,,0
000001A2,418,3806AE00,939961856,380611C0,King Beetle α,00000003,WAIST,000000E6,Great Hornfly,00000000,-,00000000,00000000,0,00000000,NONE,000000E6,0000023E,000001EA,00000000,00000001,00000001,00000001,00000000,Great Hornfly,1,Vespoid Carapace,1,Monster Broth,1,,0
000001A3,419,3806D510,939971856,380611C0,King Beetle α,00000004,LEG,000000E6,Great Hornfly,00000000,-,00000000,00000000,0,00000000,NONE,000000E6,0000023E,000001EA,00000000,00000001,00000001,00000001,00000000,Great Hornfly,1,Vespoid Carapace,1,Monster Broth,1,,0
000001A4,420,2614DD10,638901520,2614B600,High Metal α,00000000,HELM,000001D8,Drearisite Scraps,00000000,-,00000000,00000000,0,00000000,NONE,000001D8,00000038,000001F1,00000000,00000001,00000001,00000001,00000000,Drearisite Scraps,1,Carbalite Ore,1,Kranodath Skull+,1,,0
000001A5,421,26150420,638911520,2614B600,High Metal α,00000001,BODY,000001D8,Drearisite Scraps,00000000,-,00000000,00000000,0,00000000,NONE,000001D8,00000038,000001F1,00000000,00000001,00000001,00000001,00000000,Drearisite Scraps,1,Carbalite Ore,1,Kranodath Skull+,1,,0
000001A6,422,26152B30,638921520,2614B600,High Metal α,00000002,ARM,000001D8,Drearisite Scraps,00000000,-,00000000,00000000,0,00000000,NONE,000001D8,00000038,0000024A,00000000,00000001,00000001,00000001,00000000,Drearisite Scraps,1,Carbalite Ore,1,Charred Oilbone,1,,0
000001A7,423,26155240,638931520,2614B600,High Metal α,00000003,WAIST,000001D8,Drearisite Scraps,00000000,-,00000000,00000000,0,00000000,NONE,000001D8,00000038,0000024A,00000000,00000001,00000001,00000001,00000000,Drearisite Scraps,1,Carbalite Ore,1,Charred Oilbone,1,,0
000001A8,424,26157950,638941520,2614B600,High Metal α,00000004,LEG,000001D8,Drearisite Scraps,00000000,-,00000000,00000000,0,00000000,NONE,000001D8,00000038,000001F1,00000000,00000001,00000001,00000001,00000000,Drearisite Scraps,1,Carbalite Ore,1,Kranodath Skull+,1,,0
000001A9,425,3500C890,889243792,3500A180,Battle α,00000000,HELM,000001D9,Scarred Scale,00000000,-,00000000,00000000,0,00000000,NONE,000001D9,00000241,0000024B,00000000,00000001,00000001,00000001,00000000,Scarred Scale,1,Blango Pelt+,1,Frozen Icebone,1,,0
000001AA,426,3500EFA0,889253792,3500A180,Battle α,00000001,BODY,000001D9,Scarred Scale,00000000,-,00000000,00000000,0,00000000,NONE,000001D9,0000003D,0000024B,00000000,00000001,00000001,00000001,00000000,Scarred Scale,1,Colossal Bone,1,Frozen Icebone,1,,0
000001AB,427,350116B0,889263792,3500A180,Battle α,00000002,ARM,000001D9,Scarred Scale,00000000,-,00000000,00000000,0,00000000,NONE,000001D9,0000003D,0000024B,00000000,00000001,00000001,00000001,00000000,Scarred Scale,1,Colossal Bone,1,Frozen Icebone,1,,0
000001AC,428,35013DC0,889273792,3500A180,Battle α,00000003,WAIST,000001D9,Scarred Scale,00000000,-,00000000,00000000,0,00000000,NONE,000001D9,0000003D,0000003E,00000000,00000001,00000001,00000001,00000000,Scarred Scale,1,Colossal Bone,1,Dragonbone Relic,1,,0
000001AD,429,350164D0,889283792,3500A180,Battle α,00000004,LEG,000001D9,Scarred Scale,00000000,-,00000000,00000000,0,00000000,NONE,000001D9,00000241,0000024B,00000000,00000001,00000001,00000001,00000000,Scarred Scale,1,Blango Pelt+,1,Frozen Icebone,1,,0
000001AE,430,CE7BAF50,-830754992,CE7B8840,Melahoa α,00000000,HELM,00000261,Great Hibiscus,00000000,-,00000000,00000000,0,00000000,NONE,00000261,000001F7,00000242,00000000,00000001,00000001,00000001,00000000,Great Hibiscus,1,Guardian Seikret Feather+,1,Lightcrystal,1,,0
000001AF,431,CE7BD660,-830744992,CE7B8840,Melahoa α,00000001,BODY,00000261,Great Hibiscus,00000000,-,00000000,00000000,0,00000000,NONE,00000261,000001F7,00000242,00000000,00000001,00000001,00000001,00000000,Great Hibiscus,1,Guardian Seikret Feather+,1,Lightcrystal,1,,0
000001B0,432,CE7BFD70,-830734992,CE7B8840,Melahoa α,00000002,ARM,00000261,Great Hibiscus,00000000,-,00000000,00000000,0,00000000,NONE,00000261,000001F7,00000242,00000000,00000001,00000001,00000001,00000000,Great Hibiscus,1,Guardian Seikret Feather+,1,Lightcrystal,1,,0
000001B1,433,CE7C2480,-830724992,CE7B8840,Melahoa α,00000003,WAIST,00000261,Great Hibiscus,00000000,-,00000000,00000000,0,00000000,NONE,00000261,000001F7,00000242,00000000,00000001,00000001,00000001,00000000,Great Hibiscus,1,Guardian Seikret Feather+,1,Lightcrystal,1,,0
000001B2,434,CE7C4B90,-830714992,CE7B8840,Melahoa α,00000004,LEG,00000261,Great Hibiscus,00000000,-,00000000,00000000,0,00000000,NONE,00000261,000001F7,00000243,00000000,00000001,00000001,00000001,00000000,Great Hibiscus,1,Guardian Seikret Feather+,1,Novacrystal,1,,0
000001B3,435,60871D90,1619467664,6086F680,Artian α,00000000,HELM,00000000,,00000000,-,1563F5E0,00000000,0,00000000,NONE,000002BA,0000023A,00000243,00000000,00000005,00000001,00000001,00000000,Gracium,5,Frenzy Crystal,1,Novacrystal,1,,0
000001B4,436,608744A0,1619477664,6086F680,Artian α,00000001,BODY,00000000,,00000000,-,1563F5E0,00000000,0,00000000,NONE,000002BA,000001A2,00000039,00000000,00000005,00000002,0000000A,00000000,Gracium,5,Frenzy Shard,2,Earth Crystal,10,,0
000001B5,437,60876BB0,1619487664,6086F680,Artian α,00000002,ARM,00000000,,00000000,-,1563F5E0,00000000,0,00000000,NONE,000002BA,0000023A,0000003E,00000000,00000005,00000001,00000001,00000000,Gracium,5,Frenzy Crystal,1,Dragonbone Relic,1,,0
000001B6,438,608792C0,1619497664,6086F680,Artian α,00000003,WAIST,00000000,,00000000,-,1563F5E0,00000000,0,00000000,NONE,000002BA,000001A2,00000245,00000000,00000005,00000002,00000001,00000000,Gracium,5,Frenzy Shard,2,Firecell Stone,1,,0
000001B7,439,6087B9D0,1619507664,6086F680,Artian α,00000004,LEG,00000000,,00000000,-,1563F5E0,00000000,0,00000000,NONE,000002BA,0000023A,00000260,00000000,00000005,00000001,00000003,00000000,Gracium,5,Frenzy Crystal,1,Guardian Blood+,3,,0
000001B8,440,ABAE1990,-1414653552,ABADF280,Dober α,00000000,HELM,00000000,,00000000,-,0D846690,00000000,0,00000000,NONE,00000290,0000003D,0000024A,00000000,00000003,00000004,00000003,00000000,Monster Hardbone,3,Colossal Bone,4,Charred Oilbone,3,,0
000001B9,441,ABAE40A0,-1414643552,ABADF280,Dober α,00000001,BODY,00000000,,00000000,-,0D846690,00000000,0,00000000,NONE,00000290,0000003D,0000003E,00000000,00000003,00000004,00000001,00000000,Monster Hardbone,3,Colossal Bone,4,Dragonbone Relic,1,,0
000001BA,442,ABAE67B0,-1414633552,ABADF280,Dober α,00000002,ARM,00000000,,00000000,-,0D846690,00000000,0,00000000,NONE,00000290,00000291,0000024C,0000019B,00000004,00000004,00000003,00000001,Monster Hardbone,4,Stoutbone,4,Tough Guardian Bone,3,Rath Medulla,1
000001BB,443,ABAE8EC0,-1414623552,ABADF280,Dober α,00000003,WAIST,00000000,,00000000,-,0D846690,00000000,0,00000000,NONE,00000290,0000028F,0000024B,00000176,00000004,00000004,00000003,00000001,Monster Hardbone,4,Monster Keenbone,4,Frozen Icebone,3,Ajarakan Medulla,1
000001BC,444,ABAEB5D0,-1414613552,ABADF280,Dober α,00000004,LEG,00000000,,00000000,-,0D846690,00000000,0,00000000,NONE,00000290,00000292,0000024D,00000221,00000005,00000004,00000003,00000001,Monster Hardbone,5,Great Stoutbone,4,Quality Bone,3,Gravios Medulla,1
000001BD,445,716EF590,1903097232,716ECE80,Damascus α,00000000,HELM,00000000,,00000000,-,0D846690,00000000,0,00000000,NONE,00000246,00000299,000001A2,00000216,00000004,00000003,00000003,00000001,Fucium Ore,4,Guardian Pelt+,3,Frenzy Shard,3,Bird Wyvern Gem,1
000001BE,446,716F1CA0,1903107232,716ECE80,Damascus α,00000001,BODY,00000000,,00000000,-,0D846690,00000000,0,00000000,NONE,00000246,00000260,00000038,0000005C,00000005,00000002,00000005,00000001,Fucium Ore,5,Guardian Blood+,2,Carbalite Ore,5,Wyvern Gem,1
000001BF,447,716F43B0,1903117232,716ECE80,Damascus α,00000002,ARM,00000000,,00000000,-,0D846690,00000000,0,00000000,NONE,00000246,00000299,000002BA,00000025,00000004,00000004,00000004,00000001,Fucium Ore,4,Guardian Pelt+,4,Gracium,4,Beast Gem,1
000001C0,448,716F6AC0,1903127232,716ECE80,Damascus α,00000003,WAIST,00000000,,00000000,-,0D846690,00000000,0,00000000,NONE,00000246,000001C7,00000243,00000000,00000003,00000004,00000001,00000000,Fucium Ore,3,Guardian Scale+,4,Novacrystal,1,,0
000001C1,449,716F91D0,1903137232,716ECE80,Damascus α,00000004,LEG,00000000,,00000000,-,0D846690,00000000,0,00000000,NONE,00000246,000001C7,00000245,00000000,00000003,00000003,00000001,00000000,Fucium Ore,3,Guardian Scale+,3,Firecell Stone,1,,0
000001C2,450,B09A8010,-1332051952,B09A5900,Dahaad α,00000000,HELM,000001A3,Jin Dahaad Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001A9,000001A3,000001A6,0000005C,00000002,00000003,00000004,00000001,Jin Dahaad Certificate S,2,Jin Dahaad Scale+,3,Jin Dahaad Claw+,4,Wyvern Gem,1
000001C3,451,B09AA720,-1332041952,B09A5900,Dahaad α,00000001,BODY,000001A3,Jin Dahaad Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001A3,000001A4,000001A5,00000290,00000005,00000006,00000003,00000003,Jin Dahaad Scale+,5,Jin Dahaad Carapace,6,Jin Dahaad Iceplate,3,Monster Hardbone,3
000001C4,452,B09ACE30,-1332031952,B09A5900,Dahaad α,00000002,ARM,000001A3,Jin Dahaad Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001A9,000001A4,000001A6,000002BA,00000001,00000005,00000004,00000003,Jin Dahaad Certificate S,1,Jin Dahaad Carapace,5,Jin Dahaad Claw+,4,Gracium,3
000001C5,453,B09AF540,-1332021952,B09A5900,Dahaad α,00000003,WAIST,000001A3,Jin Dahaad Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001A5,000001A7,000001A8,00000258,00000002,00000003,00000001,00000003,Jin Dahaad Iceplate,2,Jin Dahaad Horn,3,Jin Dahaad Icegem,1,Freezer Sac,3
000001C6,454,B09B1C50,-1332011952,B09A5900,Dahaad α,00000004,LEG,000001A3,Jin Dahaad Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001A3,000001A5,000001A7,000001F3,00000006,00000004,00000002,00000002,Jin Dahaad Scale+,6,Jin Dahaad Iceplate,4,Jin Dahaad Horn,2,Comaqchi Carapace,2
000001C7,455,FC768384,-59341948,FC765C74,Dahaad β,00000000,HELM,000001A3,Jin Dahaad Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001A9,000001A3,000001A6,0000005C,00000002,00000003,00000004,00000001,Jin Dahaad Certificate S,2,Jin Dahaad Scale+,3,Jin Dahaad Claw+,4,Wyvern Gem,1
000001C8,456,FC76AA94,-59331948,FC765C74,Dahaad β,00000001,BODY,000001A3,Jin Dahaad Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001A3,000001A4,000001A5,00000290,00000005,00000006,00000003,00000003,Jin Dahaad Scale+,5,Jin Dahaad Carapace,6,Jin Dahaad Iceplate,3,Monster Hardbone,3
000001C9,457,FC76D1A4,-59321948,FC765C74,Dahaad β,00000002,ARM,000001A3,Jin Dahaad Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001A9,000001A4,000001A6,000002BA,00000001,00000005,00000004,00000003,Jin Dahaad Certificate S,1,Jin Dahaad Carapace,5,Jin Dahaad Claw+,4,Gracium,3
000001CA,458,FC76F8B4,-59311948,FC765C74,Dahaad β,00000003,WAIST,000001A3,Jin Dahaad Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001A5,000001A7,000001A8,00000258,00000002,00000003,00000001,00000003,Jin Dahaad Iceplate,2,Jin Dahaad Horn,3,Jin Dahaad Icegem,1,Freezer Sac,3
000001CB,459,FC771FC4,-59301948,FC765C74,Dahaad β,00000004,LEG,000001A3,Jin Dahaad Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001A3,000001A5,000001A7,000001F3,00000006,00000004,00000002,00000002,Jin Dahaad Scale+,6,Jin Dahaad Iceplate,4,Jin Dahaad Horn,2,Comaqchi Carapace,2
000001CC,460,B1A02D90,-1314902640,B1A00680,Uth Duna α,00000000,HELM,00000149,Uth Duna Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000014F,00000149,0000014B,0000014E,00000001,00000004,00000004,00000001,Uth Duna Certificate S,1,Uth Duna Scale+,4,Uth Duna Cilia+,4,Uth Duna Watergem,1
000001CD,461,B1A054A0,-1314892640,B1A00680,Uth Duna α,00000001,BODY,00000149,Uth Duna Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000149,0000014A,0000014B,00000254,00000006,00000006,00000003,00000003,Uth Duna Scale+,6,Uth Duna Hide+,6,Uth Duna Cilia+,3,Torrent Sac,3
